01448012	-15.00	-48.60
01548050	-15.20	-49.00
01549000	-15.20	-49.60
01449005	-14.80	-49.20
00083376	-15.80	-49.00
99990015	-15.00	-49.60
99990022	-15.20	-49.00
99990024	-14.20	-47.60
0000A015	-15.00	-49.60
0000A022	-15.20	-49.00
0000A024	-14.20	-47.60
02551054	-25.80	-51.20
02651055	-26.00	-51.60
02651056	-26.00	-51.20
02651057	-26.40	-51.20
02651058	-26.20	-51.20
02651059	-26.20	-51.00
99990823	-25.60	-51.00
99990875	-26.40	-51.40
0000A823	-25.60	-51.00
0000A875	-26.40	-51.40
02549105	-26.00	-49.80
02549106	-25.60	-49.80
02550069	-25.80	-50.40
02649073	-26.20	-49.40
02649074	-26.20	-49.80
02650026	-26.00	-50.40
02650027	-26.00	-50.60
02650028	-26.60	-50.80
02650029	-26.20	-50.80
02650030	-26.40	-50.80
00083011	-25.40	-49.20
00083840	-25.60	-49.20
00083842	-25.40	-49.20
99990807	-25.40	-49.20
99990862	-26.20	-49.60
99990864	-26.40	-50.40
99990874	-25.80	-50.40
99999806	-25.40	-49.20
0000A807	-25.40	-49.20
0000A862	-26.20	-49.60
0000A864	-26.40	-50.40
0000A874	-25.80	-50.40
0000B806	-25.40	-49.20
02551015	-25.40	-51.60
02551059	-25.60	-52.00
02551069	-25.60	-51.60
02551073	-25.40	-51.80
02551074	-25.60	-51.60
02552055	-25.80	-52.20
02552057	-25.80	-52.20
02651054	-26.00	-51.80
02551063	-25.40	-52.00
02552009	-25.40	-52.40
02552030	-25.80	-52.60
02552056	-25.80	-53.00
02552062	-25.40	-52.00
02552073	-25.40	-52.20
02553062	-25.40	-53.20
02553065	-25.60	-53.00
02553068	-25.60	-53.40
02651043	-26.40	-52.00
02652035	-26.20	-52.60
02652048	-26.00	-52.60
99990843	-25.60	-53.00
99990876	-26.40	-52.40
99999804	-25.40	-52.40
0000A843	-25.60	-53.00
0000A876	-26.40	-52.40
0000B804	-25.40	-52.40
02451010	-25.00	-51.80
02452000	-24.80	-52.80
02452009	-24.60	-53.00
02452016	-24.80	-52.20
02453043	-24.40	-53.20
02453064	-24.80	-53.60
02453068	-24.20	-53.80
02552008	-25.20	-52.20
99999803	-24.60	-52.80
0000B803	-24.60	-52.80
02254006	-23.00	-54.60
02354001	-23.80	-54.60
00086097	-22.60	-55.60
99990703	-22.60	-55.60
99990749	-22.80	-54.60
99990750	-23.00	-55.40
99990751	-24.00	-55.00
0000A703	-22.60	-55.60
0000A749	-22.80	-54.60
0000A750	-23.00	-55.40
0000A751	-24.00	-55.00
02253000	-22.40	-53.60
02253016	-22.80	-53.20
02253018	-22.80	-53.20
02353044	-23.20	-53.20
02353054	-23.20	-53.80
02453065	-24.80	-53.80
02454030	-24.80	-54.40
02454031	-25.00	-54.20
02454033	-24.80	-54.40
02454034	-25.00	-54.40
02454042	-24.00	-54.20
02454044	-24.40	-54.40
02554042	-25.20	-54.40
02554047	-25.60	-54.60
00086210	-24.00	-54.40
99990709	-22.40	-53.80
99990752	-23.40	-54.20
99990820	-24.60	-54.00
99990824	-23.40	-53.60
0000A709	-22.40	-53.80
0000A752	-23.40	-54.20
0000A820	-24.60	-54.00
0000A824	-23.40	-53.60
99990721	-22.20	-55.00
99990731	-21.60	-55.20
99990743	-21.80	-54.60
0000A721	-22.20	-55.00
0000A731	-21.60	-55.20
0000A743	-21.80	-54.60
02352000	-23.40	-52.60
02451003	-24.80	-51.20
02451015	-24.40	-51.60
02451020	-24.00	-52.00
00083783	-24.00	-52.40
99990818	-25.00	-50.80
99990822	-24.40	-52.00
99990869	-23.40	-53.00
0000A818	-25.00	-50.80
0000A822	-24.40	-52.00
0000A869	-23.40	-53.00
01648014	-16.20	-48.60
01648024	-16.00	-48.20
01648025	-16.00	-48.40
01648027	-16.40	-48.60
01648028	-16.20	-48.20
00083419	-16.20	-49.00
99990042	-15.60	-48.20
99990046	-16.00	-48.20
0000A042	-15.60	-48.20
0000A046	-16.00	-48.20
01547002	-15.60	-47.60
01647001	-16.60	-47.80
01647002	-16.80	-47.60
01647011	-16.20	-47.80
01748000	-17.20	-48.80
01748005	-17.20	-48.20
01748016	-18.00	-48.60
01748018	-17.60	-48.60
01748021	-17.40	-48.20
00083377	-15.80	-48.00
00083378	-15.80	-48.00
99990001	-15.80	-48.00
99990012	-16.20	-48.00
99990033	-17.40	-48.20
99990036	-16.80	-47.60
99990037	-16.60	-48.60
99990045	-15.60	-47.60
99990056	-16.40	-47.60
0000A001	-15.80	-48.00
0000A012	-16.20	-48.00
0000A033	-17.40	-48.20
0000A036	-16.80	-47.60
0000A037	-16.60	-48.60
0000A045	-15.60	-47.60
0000A056	-16.40	-47.60
01647023	-17.00	-47.40
01647024	-16.40	-47.20
01647025	-16.60	-47.40
01647026	-16.80	-47.20
01847043	-18.20	-47.60
99990047	-16.00	-47.60
99990546	-17.60	-47.20
0000A047	-16.00	-47.60
0000A546	-17.60	-47.20
01846026	-18.60	-46.40
01847041	-18.40	-48.00
01847044	-18.20	-47.40
01847045	-18.40	-47.40
00083531	-18.60	-46.40
99990562	-18.60	-46.40
0000A562	-18.60	-46.40
01946017	-19.40	-46.80
01947023	-19.20	-47.60
01947024	-19.80	-47.40
01947030	-19.40	-47.00
00083579	-19.60	-47.00
99990505	-19.60	-47.00
99990523	-19.00	-47.00
0000A505	-19.60	-47.00
0000A523	-19.00	-47.00
01748017	-17.80	-48.80
01848051	-19.00	-48.00
01848052	-19.00	-48.20
01848053	-18.80	-48.20
01848054	-18.60	-48.40
01848055	-18.60	-48.60
01849019	-18.40	-49.20
01947013	-18.80	-48.20
01947031	-19.20	-47.80
00083522	-17.80	-48.20
00083525	-18.80	-48.20
00083526	-18.20	-48.00
99990003	-17.80	-49.20
99990034	-18.20	-48.00
99990507	-19.00	-48.20
0000A003	-17.80	-49.20
0000A034	-18.20	-48.00
0000A507	-19.00	-48.20
01749011	-17.20	-49.60
01750016	-17.60	-50.60
01850005	-18.00	-50.20
00083470	-17.80	-51.00
99990025	-17.80	-51.00
99990027	-17.00	-50.40
99990029	-17.40	-50.00
0000A025	-17.80	-51.00
0000A027	-17.00	-50.40
0000A029	-17.40	-50.00
01749013	-17.00	-49.00
01849024	-18.80	-49.80
01849029	-18.40	-49.60
01849035	-19.00	-49.40
01949009	-19.00	-49.60
01949014	-19.00	-49.00
01950016	-19.00	-50.40
00083423	-16.60	-49.20
00083424	-16.60	-49.20
00083514	-18.60	-49.60
99990002	-16.60	-49.20
99990011	-19.00	-50.60
99990035	-18.40	-49.20
99990512	-19.00	-49.60
0000A002	-16.60	-49.20
0000A011	-19.00	-50.60
0000A035	-18.40	-49.20
0000A512	-19.00	-49.60
02450061	-24.40	-50.60
00083811	-24.40	-50.80
00083813	-24.80	-50.00
00083836	-25.40	-50.60
99990819	-24.80	-50.00
99990872	-24.20	-50.20
0000A819	-24.80	-50.00
0000A872	-24.20	-50.20
02347192	-23.80	-48.00
02348034	-23.60	-48.40
02348086	-23.80	-48.60
02348090	-23.80	-48.80
02348092	-23.40	-48.40
02349041	-23.20	-49.20
02349074	-23.80	-49.00
02448071	-24.40	-48.80
02448072	-24.20	-48.60
02448073	-24.00	-48.20
00083773	-23.00	-49.00
99990714	-24.00	-48.80
99990715	-23.80	-48.20
99990725	-23.20	-49.00
0000A714	-24.00	-48.80
0000A715	-23.80	-48.20
0000A725	-23.20	-49.00
02349023	-23.80	-49.60
02349068	-23.80	-49.40
02349076	-23.80	-49.40
02349077	-23.20	-49.40
02349999	-23.20	-49.80
02449067	-24.40	-49.60
02249109	-22.80	-49.80
02249110	-23.00	-49.60
02250089	-23.00	-50.00
02250090	-23.00	-50.60
02250091	-23.00	-50.20
99990716	-23.00	-49.80
0000A716	-23.00	-49.80
02251070	-22.60	-51.40
02251078	-22.20	-51.20
02350000	-23.20	-51.00
02350001	-23.20	-50.40
02350002	-23.20	-50.20
00083766	-23.40	-52.00
00083768	-23.40	-51.20
99990718	-22.40	-51.00
99990821	-23.60	-50.00
99990842	-23.40	-50.60
99990871	-23.80	-50.20
0000A718	-22.40	-51.00
0000A821	-23.60	-50.00
0000A842	-23.40	-50.60
0000A871	-23.80	-50.20
02252049	-22.60	-52.00
02252050	-22.60	-52.00
02252051	-22.60	-52.80
00083767	-23.40	-52.00
99990835	-23.40	-52.00
99990849	-22.60	-52.80
0000A835	-23.40	-52.00
0000A849	-22.60	-52.80
02144039	-21.20	-44.60
02144044	-22.00	-44.20
02144046	-22.00	-44.60
02144048	-21.40	-44.40
02144063	-21.60	-44.40
02144005	-21.40	-44.80
02144023	-21.20	-44.80
02144031	-21.20	-44.60
02144045	-21.20	-44.20
02045004	-21.00	-45.20
02045021	-20.40	-45.40
02045028	-20.80	-46.00
02046027	-20.60	-46.40
02046028	-21.00	-46.20
02145021	-21.20	-45.20
02145022	-21.60	-45.60
02145023	-21.60	-45.40
02145033	-21.60	-46.00
02145047	-21.40	-45.80
02145048	-21.00	-45.60
02145051	-21.20	-45.00
02146027	-21.20	-46.40
00083683	-21.60	-46.00
02245074	-22.00	-45.60
02245208	-22.20	-46.00
02145003	-21.80	-45.20
02145036	-21.20	-45.00
02245107	-22.20	-45.00
02245196	-22.00	-45.00
00083687	-21.80	-45.00
00083736	-22.20	-45.00
02046031	-20.80	-46.80
02047034	-20.60	-47.40
02048103	-20.20	-48.20
00083630	-20.60	-47.40
01947032	-19.80	-48.00
01948001	-20.00	-48.40
02046041	-20.80	-46.60
02047045	-20.20	-47.00
02047115	-20.20	-47.20
02047116	-20.00	-47.80
02047123	-20.00	-47.40
02048096	-20.20	-48.60
02048105	-20.00	-48.20
02146074	-21.80	-46.60
02146075	-21.80	-46.40
02146079	-21.60	-47.00
02146082	-21.80	-46.60
02146094	-21.60	-46.80
61811080	-21.60	-46.60
02146118	-21.60	-50.00
02146117	-21.60	-46.60
02048011	-20.40	-48.40
02048049	-20.00	-49.00
02048101	-21.00	-48.00
02049070	-20.20	-49.20
02147011	-21.40	-47.40
02147049	-21.40	-47.60
02147167	-21.60	-47.00
02148174	-21.00	-48.20
61833000	-21.20	-47.80
00083574	-20.00	-49.00
00083669	-21.40	-47.60
02147176	-21.20	-47.80
02147034	-21.80	-47.40
02147052	-22.00	-47.40
61874000	-22.40	-46.80
61880000	-22.40	-46.80
61884080	-22.40	-47.00
00083671	-22.00	-47.40
02246191	-22.40	-46.80
02246192	-22.40	-46.80
02246190	-22.40	-47.00
01949010	-19.80	49.60
01950006	-19.80	-50.40
02049068	-20.40	-50.00
02049073	-20.40	-49.40
02148054	-21.20	-49.00
00083623	-20.40	-50.00
00083676	-21.20	-49.00
01549005	-14.80	-49.20
99990560	-19.20	-45.00
00083652	-21.2	-47.8
01547004	-15.8	-48
01547006	-15.8	-48
01648001	-16	-48.6
01648002	-16.8	-48.6
01649013	-16.6	-49.2
01747007	-17	-48
01748004	-18	-48.6
01750007	-17.8	-50.8
01751004	-17.2	-51.2
01847004	-18.2	-48
01848049	-18.8	-48.2
01849006	-18.6	-49
01849017	-18.6	-49.4
01849025	-19	-49.4
01946015	-19.6	-47
01947026	-19.4	-47.8
01948005	-19.2	-48.4
01948014	-19	-49
01948016	-19.4	-48.4
01949003	-19.2	-49.6
02349042	-23.2	-49.8
02349075	-23.2	-49.2
02351010	-23.4	-51.2
02351013	-23.4	-52
02450010	-24.8	-50
02450058	-24.6	-50.8
02549006	-25.4	-49.2
02550007	-25.4	-50.6
02551000	-25.4	-51.4
02551024	-25.6	-51.6
02551052	-25.2	-51.8
02551057	-25.4	-51.6
02551058	-25.4	-51.8
02552005	-25.4	-52.2
02553061	-25.4	-53.4
02554035	-25.6	-54.4
02750001	-27.8	-50.6
02750005	-27.8	-50.2
02750008	-27.4	-50.8
02750009	-27.2	-50.6
02750011	-27.4	-50.2
02752005	-27.2	-51.8
02752019	-27.6	-52.2
02849009	-28.2	-49.6
02849021	-27.8	-49.4
02849023	-28.2	-49.8
02850004	-28	-50.4
02850006	-28.4	-50.2
02850014	-28.4	-50.8
02851014	-28.2	-51.4
02851043	-28	-51
60436150	-16	-48.2
60436350	-16	-48.6
60439500	-16	-48.4
60444500	-16.2	-48.6
60444700	-15.8	-48.2
60444800	-16.4	-48.6
02652053	-26.60	-52.60
